	sel title	artist	top genre	year	added	bpm	nrgy	dnce	dB	live	val	dur	acous	spch	pop	mellow	unpretenious	sophisticated	intense	contemperory
66	67  US (feat. Raja Kumari)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	34.29951690821256	60	39.726027397260275	73.91304347826087	9.782608695652174	61.458333333333336	230	66.66666666666667	4	67	-14.05343789292568	-32.18492943881941	76.12484282972669	57.43525825557543	6.4271867348289335
67	68  Distance Love	Zehr Vibe	punjabi pop	2021	2023‑04‑13	42.028985507246375	56	69.86301369863014	73.91304347826087	8.695652173913043	31.25	211	42.42424242424242	4	67	-38.3100961972314	-30.293874194596356	74.85611926290903	89.75445115238146	13.226761735881748
68	69  Aabaad Barbaad	Pritam	desi pop	2020	2023‑04‑13	56.52173913043478	52	54.794520547945204	73.91304347826087	42.391304347826086	64.58333333333333	309	69.6969696969697	3	66	-38.69109950006317	-45.076392648943276	77.2907665096468	93.91568529247208	13.277766121609186
69	70  Udd Gaye	Ritviz	desi hip hop	2017	2023‑04‑13	69.56521739130434	82	50.68493150684932	73.91304347826087	13.043478260869565	48.958333333333336	180	0.0	5	66	-42.289110581695454	-8.405505509231688	54.74707166964464	82.83289904705181	9.580659370657136
70	71  Paani Paani	Badshah	desi hip hop	2021	2023‑04‑13	50.24154589371981	58	90.41095890410959	69.56521739130434	4.3478260869565215	43.75	174	24.242424242424242	21	66	-34.31520987119557	-20.01862994146347	83.4997142358667	89.87882923938612	15.557253220110578
71	72  Lut Gaye	Jubin Nautiyal	desi pop	2021	2023‑04‑13	43.47826086956522	79	56.16438356164384	86.95652173913044	25.0	53.125	228	19.19191919191919	4	66	-38.95761666696748	-29.202305402145335	67.45948165394265	89.77090477436666	9.466437190547524
72	73  GOAT	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	82.6086956521739	73	67.12328767123287	82.6086956521739	10.869565217391305	47.916666666666664	215	5.05050505050505	22	65	-52.3194421884118	-10.283457339926967	66.55426209684697	101.18097968969022	13.258812439463123
73	74  Vaathi Coming	Anirudh Ravichander	desi hip hop	2020	2023‑04‑13	79.22705314009661	95	56.16438356164384	82.6086956521739	4.3478260869565215	60.416666666666664	228	28.282828282828284	25	65	-38.43302290324328	-12.018524659940681	73.38723747300281	84.5319115815691	10.657821138724952
74	75  Racks and Rounds (feat. Sikander Kahlon)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	42.028985507246375	84	58.9041095890411	86.95652173913044	7.608695652173913	86.45833333333333	225	38.38383838383838	13	65	-10.835622454443188	-22.42418470740761	89.26331510458968	62.00050271927134	6.859287672736898
75	76  Burberry	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	72.46376811594203	74	61.64383561643836	78.26086956521739	55.43478260869565	63.541666666666664	203	23.232323232323232	29	65	-56.98877097358337	-35.46608487345161	63.83658202032234	113.43865358468545	14.844886288435275
76	77  Shiv Tandav Stotram	Shankar Mahadevan	filmi	2018	2023‑04‑13	71.98067632850241	81	41.0958904109589	78.26086956521739	19.565217391304348	45.833333333333336	553	44.44444444444444	4	65	-46.51813248626828	-25.326707365495338	61.568261531334784	90.1212858182781	10.531591224935479
77	78  Gallan Goodiyaan	Yashita Sharma	modern bollywood	2015	2023‑04‑13	57.48792270531401	86	82.1917808219178	86.95652173913044	4.3478260869565215	97.91666666666667	297	13.131313131313131	6	65	-13.357960185536104	-10.472612139861988	97.33195564940651	70.14732569891889	9.981852849519615
78	79  Dil Galti Kar Baitha Hai	Jubin Nautiyal	desi pop	2021	2023‑04‑13	43.96135265700483	78	52.054794520547944	78.26086956521739	4.3478260869565215	56.25	273	8.080808080808081	8	65	-24.50797733138412	-12.556862926465367	65.10990187762076	66.51656604761129	6.751955604285861
79	80  Chitta	Manan Bhardwaj	modern bollywood	2021	2023‑04‑13	81.64251207729468	49	24.65753424657534	60.869565217391305	6.521739130434782	51.041666666666664	228	71.71717171717172	5	65	-31.845069215081118	-18.283571081572127	60.20200215375915	64.83984988358871	8.714604164034629
80	"81  Chitti (From ""Jathi Ratnalu"")"	Ram Miriyala	tollywood	2021	2023‑04‑13	100.0	68	46.57534246575342	69.56521739130434	6.521739130434782	86.45833333333333	184	25.252525252525253	54	64	-27.94399474193994	0.7997881961364692	70.27518183623009	67.22313102736717	9.310608504641412
81	82  Fully Loaded	Tegi Pannu	punjabi pop	2021	2023‑04‑13	43.96135265700483	61	75.34246575342466	69.56521739130434	8.695652173913043	88.54166666666667	149	9.090909090909092	13	64	-7.674913217944782	-10.413975031734859	84.7843834413221	57.844877828312896	9.09954273978619
82	83  Brown Shortie (feat. Sonam Bajwa)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	42.99516908212561	86	76.71232876712328	82.6086956521739	34.78260869565217	87.5	208	25.252525252525253	22	64	-24.40278304185391	-31.85661483807701	87.8758038996276	85.05577363870991	11.670158253168974
83	84  G-Shit (feat. Blockboi Twitch)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	79.71014492753623	76	58.9041095890411	69.56521739130434	21.73913043478261	86.45833333333333	234	5.05050505050505	26	64	-28.73779636748666	-6.0618658668278975	68.82128611908244	73.97876358883654	10.19262100607023
84	"85  Ghalat Fehmi - From ""Superstar"""	Asim Azhar	pakistani pop	2019	2023‑04‑13	64.2512077294686	59	72.6027397260274	65.21739130434783	18.47826086956522	82.29166666666667	286	61.61616161616162	9	64	-19.91757058374091	-26.434382726911764	92.3435275927831	74.49642832433929	13.708531300196727
85	86  Built Different	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	45.410628019323674	71	69.86301369863014	86.95652173913044	30.434782608695652	80.20833333333333	248	14.141414141414142	5	64	-28.935590268377645	-27.264573030784316	80.5403529036644	85.9849353421048	10.286722759157989
86	87  Bolo Har Har Har (feat. Mohit Chauhan, Sukhwinder Singh, Badshah, Megha Sriram Dalton, Anugrah, Sandeep Shrivastava)	Mithoon	desi pop	2016	2023‑04‑13	67.14975845410628	81	50.68493150684932	73.91304347826087	9.782608695652174	31.25	294	28.282828282828284	7	64	-48.220379795573365	-18.795615851787684	58.451726917778146	90.66702838389854	11.497449555110364
87	88  Moosedrilla (feat. DIVINE)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	66.18357487922705	83	65.75342465753425	73.91304347826087	58.69565217391305	66.66666666666667	232	7.070707070707071	25	64	-53.67885826700596	-32.25571377864409	60.714488542362275	109.75145739707979	14.567190667845823
88	89  Kabhii Tumhhe	Javed-Mohsin	modern bollywood	2021	2023‑04‑13	46.3768115942029	34	46.57534246575342	69.56521739130434	11.956521739130435	45.833333333333336	230	86.86868686868686	3	64	-27.10956347272607	-38.8007690063229	78.31800133557132	73.84288838353758	10.76393250551976
89	90  Libaas	Kaka		2020	2023‑04‑13	76.81159420289855	75	76.71232876712328	86.95652173913044	10.869565217391305	93.75	267	54.54545454545455	6	64	-24.39224285740069	-22.212483305358532	102.73131553774793	84.01015440287328	13.066211173678417
90	91  MAJHE AALE	AP Dhillon	desi pop	2021	2023‑04‑13	44.44444444444444	50	87.67123287671232	60.869565217391305	5.434782608695652	29.166666666666668	170	4.040404040404041	7	64	-37.90437580089158	-15.178365699881486	69.13922729378358	88.17662479470103	15.18831029172006
91	92  Waalian	Harnoor	desi pop	2020	2023‑04‑13	40.57971014492754	34	67.12328767123287	56.52173913043478	5.434782608695652	27.083333333333332	206	12.121212121212121	14	64	-33.092718429079355	-15.455448995614272	59.103010449943135	75.27002228960238	11.985481302001553
92	93  Filhaal2 Mohabbat	B Praak	desi pop	2021	2023‑04‑13	40.57971014492754	58	46.57534246575342	86.95652173913044	9.782608695652174	27.083333333333332	300	30.303030303030305	3	64	-43.53204919955962	-28.83153865937517	60.92801451080189	88.4584461349649	8.654385953038426
93	"94  Ghungroo (From ""War"")"	Vishal-Shekhar	desi pop	2021	2023‑04‑13	56.52173913043478	73	64.38356164383562	73.91304347826087	55.43478260869565	89.58333333333333	303	7.070707070707071	3	63	-35.007641934532934	-29.2279153205672	68.71551428519862	90.59169795031916	11.696330863729614
94	95  Srivalli	Devi Sri Prasad	tollywood	2021	2023‑04‑13	51.207729468599034	58	80.82191780821918	73.91304347826087	36.95652173913044	69.79166666666667	221	49.494949494949495	4	63	-34.80817556145131	-39.4559165583771	88.25898051389416	97.08080845681353	15.669856132799108
95	96  Guilty	Inder Chahal	desi hip hop	2021	2023‑04‑13	47.82608695652174	72	72.6027397260274	69.56521739130434	9.782608695652174	46.875	178	7.070707070707071	12	62	-32.980592103284174	-15.407840126999593	68.88327287165882	81.20333434102791	11.865783166687722
96	97  Mera Bhola Hai Bhandari	Hansraj Raghuwanshi	himachali pop	2020	2023‑04‑13	38.16425120772947	88	41.0958904109589	91.30434782608695	32.608695652173914	59.375	412	41.41414141414141	10	62	-35.632208024256855	-39.447850865714926	68.01182762707481	85.74905810637645	7.409322340438332
