	sel title	artist	top genre	year	added	bpm	nrgy	dnce	dB	live	val	dur	acous	spch	pop	mellow	unpretenious	sophisticated	intense	contemperory
97	"98  Shiddat Title Track (From ""Shiddat"")"	Manan Bhardwaj	modern bollywood	2021	2023‑04‑13	71.98067632850241	63	35.61643835616438	73.91304347826087	11.956521739130435	44.791666666666664	231	29.292929292929294	6	62	-42.02804098158476	-15.400639246846072	54.28536406350582	79.43693072776604	8.588679566661252
98	"99  Kabhii Tumhhe (From ""Shershaah"")"	Javed-Mohsin	modern bollywood	2021	2023‑04‑13	46.3768115942029	34	43.83561643835616	69.56521739130434	10.869565217391305	39.583333333333336	230	84.84848484848484	3	62	-29.898334145505075	-38.288897386611794	74.49901636977278	75.057021224755	10.567914478315014
99	"100 Jai Jai Shivshankar (From ""War"")"	Vishal Dadlani	desi pop	2019	2023‑04‑13	61.83574879227053	90	82.1917808219178	78.26086956521739	5.434782608695652	54.166666666666664	231	26.262626262626263	8	61	-36.27748148549219	-18.41016703665602	84.38004524097435	91.3636739641802	14.265257548685183
100	101 Manike Mage Hithe	Chamath Sangeeth	sinhala pop	2021	2023‑04‑13	72.46376811594203	51	83.56164383561644	56.52173913043478	8.695652173913043	57.291666666666664	163	71.71717171717172	37	61	-30.2472265838853	-25.7578902861251	92.41151840020214	85.21675247110775	17.86085110335036
101	102 Saami Saami	Mounika Yadav	telugu folk	2021	2023‑04‑13	67.14975845410628	77	79.45205479452055	69.56521739130434	30.434782608695652	89.58333333333333	224	36.36363636363637	28	60	-26.36840411259707	-24.497658614134195	89.07182004680516	84.51478528585437	14.410368199565642
102	103 Score	Arjan Dhillon	punjabi pop	2021	2023‑04‑13	43.47826086956522	71	50.68493150684932	73.91304347826087	15.217391304347826	27.083333333333332	219	19.19191919191919	30	60	-43.38386244818645	-24.41885915437881	54.852473514176914	86.34412544143038	9.966542660073037
103	104 Titliaan	Afsana Khan	punjabi pop	2020	2023‑04‑13	59.42028985507246	76	71.23287671232876	86.95652173913044	11.956521739130435	72.91666666666667	195	33.333333333333336	3	60	-29.54938455429819	-22.506812090530083	87.77516378796903	85.10157335715705	11.440204983124875
104	105 Enjoy Enjaami	Dhee	filmi	2021	2023‑04‑13	52.65700483091788	71	86.3013698630137	69.56521739130434	22.82608695652174	88.54166666666667	280	35.35353535353536	22	60	-17.947696139476953	-24.630433842595096	94.75399919384436	77.41917650296892	13.839148445443119
105	"106 Master the Blaster (From ""Master"")"	Anirudh Ravichander	desi hip hop	2021	2023‑04‑13	47.82608695652174	82	72.6027397260274	95.65217391304348	16.304347826086957	92.70833333333333	92	30.303030303030305	10	60	-19.130570144566576	-25.647903807280674	96.12833216019636	78.61495050264406	9.325873197429928
106	107 WAR	AP Dhillon	desi pop	2021	2023‑04‑13	67.14975845410628	51	60.273972602739725	52.17391304347826	35.869565217391305	32.291666666666664	221	16.161616161616163	30	59	-53.29790158884857	-22.80614983215117	48.62219274339585	97.5014457409112	15.308951824679193
107	108 Achyutam Keshavam	Shreya Ghoshal	desi pop	2018	2023‑04‑13	40.57971014492754	65	1.36986301369863	39.130434782608695	56.52173913043478	17.708333333333332	277	66.66666666666667	16	59	-45.78474290252134	-46.537913192376415	21.682549136390705	73.42757345642248	8.254162944212826
108	109 Raataan Chill Mix - Spotify Singles (Tanishk Bagchi, Jubin Nautiyal, Hanita Bhambri)	Tanishk Bagchi	desi pop	2021	2023‑04‑13	38.16425120772947	50	50.68493150684932	65.21739130434783	40.21739130434783	36.458333333333336	155	88.88888888888889	3	59	-40.809641982661645	-55.52688232082589	71.28571901263979	93.52251257362185	13.933920240222353
109	110 Vibez	ZAYN	dance pop	2021	2023‑04‑13	46.3768115942029	66	56.16438356164384	69.56521739130434	9.782608695652174	34.375	163	24.242424242424242	12	59	-36.69059866081903	-21.11669385185987	61.423908531413005	80.1629227805151	10.517189276625697
110	111 Baarish Ki Jaaye	B Praak	desi pop	2021	2023‑04‑13	75.3623188405797	77	39.726027397260275	86.95652173913044	33.69565217391305	48.958333333333336	251	32.323232323232325	18	59	-56.6232666149283	-29.24921358462529	57.208285956648076	103.43427011328292	10.735212646115713
111	112 Me and My Girlfriend	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	37.68115942028985	80	64.38356164383562	78.26086956521739	33.69565217391305	77.08333333333333	204	3.0303030303030303	28	58	-25.542995469886467	-24.69096977818687	70.778755391918	77.8498226758352	9.032903107910554
112	113 Vardaan	Ajey Nagar (CarryMinati)	hindi hip hop	2021	2023‑04‑13	45.410628019323674	74	61.64383561643836	52.17391304347826	14.130434782608695	13.541666666666666	202	14.141414141414142	38	58	-44.48437923006118	-19.49089822435192	49.04650736068247	84.93579895139604	13.295259586634662
113	114 Hukam	Karan Aujla	desi hip hop	2021	2023‑04‑13	43.96135265700483	67	72.6027397260274	69.56521739130434	36.95652173913044	40.625	230	0.0	25	57	-47.944030838462055	-28.04714074184369	59.05433128184766	100.57504053338627	13.885189183376347
114	115 Saiyaan Ji	Yo Yo Honey Singh	desi pop	2021	2023‑04‑13	62.31884057971015	68	91.78082191780823	86.95652173913044	9.782608695652174	61.458333333333336	205	1.0101010101010102	8	57	-40.06712449088863	-14.784474622640944	85.57730070207735	99.49502808008614	14.500480722953178
115	116 Leharaayi	Sid Sriram	filmi	2021	2023‑04‑13	43.96135265700483	61	75.34246575342466	65.21739130434783	7.608695652173913	48.958333333333336	245	25.252525252525253	6	57	-26.87045559826977	-19.70940212879239	76.03141901444464	76.5279586363937	12.560318980453735
116	117 Baarish Ban Jaana	Payal Dev	desi pop	2021	2023‑04‑13	38.16425120772947	87	43.83561643835616	78.26086956521739	22.82608695652174	73.95833333333333	200	12.121212121212121	5	57	-19.6772098591634	-20.393956126181415	63.973105082991914	62.94752956906768	5.2912209122192735
117	"118 Duniyaa (From ""Luka Chuppi"")"	Akhil	desi hip hop	2020	2023‑04‑13	36.71497584541063	66	28.767123287671232	73.91304347826087	11.956521739130435	53.125	223	70.70707070707071	4	57	-19.3729913789473	-33.994052533975854	68.21473520192997	59.19253621684385	5.676272289602396
118	119 Mirchi	DIVINE	desi hip hop	2020	2023‑04‑13	62.31884057971015	61	87.67123287671232	78.26086956521739	7.608695652173913	84.375	193	14.141414141414142	40	56	-21.799083749947357	-11.66127907274051	92.80238056563252	78.76289510651482	12.809892966291867
119	120 Barsaat Ki Dhun	Rochak Kohli	desi pop	2021	2023‑04‑13	41.54589371980676	77	60.273972602739725	69.56521739130434	10.869565217391305	75.0	259	16.161616161616163	3	56	-13.230268738607032	-14.554489204131848	74.2767821153765	58.5717959824571	7.749320182167114
120	121 First Kiss	Yo Yo Honey Singh	desi pop	2020	2023‑04‑13	44.927536231884055	76	84.93150684931507	91.30434782608695	4.3478260869565215	32.291666666666664	220	8.080808080808081	10	55	-46.91306303054368	-22.94579524398241	78.32199902539391	104.30761644136419	13.70407037167386
121	122 Fall Off (Interlude)	KR$NA	desi hip hop	2021	2023‑04‑13	62.31884057971015	89	83.56164383561644	78.26086956521739	22.82608695652174	54.166666666666664	122	16.161616161616163	6	55	-45.314859434126845	-23.671084730569543	78.2158662262891	103.20618483825749	15.524045547794803
122	123 Master the Blaster - Background Score	Anirudh Ravichander	desi hip hop	2021	2023‑04‑13	47.82608695652174	82	71.23287671232876	95.65217391304348	16.304347826086957	92.70833333333333	92	31.31313131313131	12	54	-18.92938016255468	-25.810350188905133	95.7053350659664	77.99422267643679	9.1334005255052
123	124 Here & There	Karan Aujla	desi hip hop	2021	2023‑04‑13	43.96135265700483	71	72.6027397260274	60.869565217391305	26.08695652173913	92.70833333333333	245	1.0101010101010102	9	54	-10.313815643029459	-13.069511185409787	76.0675065124142	59.761415149108714	9.671064238273143
124	125 Gajanana	Sukhwinder Singh	filmi	2015	2023‑04‑13	51.690821256038646	87	26.027397260273972	91.30434782608695	35.869565217391305	40.625	214	24.242424242424242	4	54	-52.6822934526925	-33.86895627658359	47.20975989796717	95.32997823680522	6.816304987035331
125	126 Marjaawaan	Gurnazar	desi pop	2021	2023‑04‑13	53.6231884057971	56	53.42465753424658	73.91304347826087	9.782608695652174	57.291666666666664	226	44.44444444444444	3	54	-27.313910396399976	-23.176682135530406	74.03245979749852	73.20918122559726	9.704625355701147
126	127 Permission to Dance - R&B Remix	BTS	k-pop	2021	2023‑04‑13	57.48792270531401	60	58.9041095890411	73.91304347826087	8.695652173913043	35.416666666666664	216	7.070707070707071	3	54	-43.18630317468912	-14.10283259937072	58.69304720823483	86.7050756222138	10.894654932288942
127	128 Pani Di Gal	Maninder Buttar	desi hip hop	2021	2023‑04‑13	48.792270531400966	72	89.04109589041096	82.6086956521739	9.782608695652174	66.66666666666667	237	46.464646464646464	4	53	-27.107761654664568	-29.638174478555655	99.2012230704905	89.2842871839298	14.53663496188809
128	129 Rang Barse Bheege Chunarwali	Amitabh Bachchan	classic bollywood	1981	2023‑04‑13	57.971014492753625	50	58.9041095890411	47.82608695652174	8.695652173913043	61.458333333333336	366	85.85858585858585	30	53	-14.958261892300008	-27.731936134724254	83.58544949194145	60.08438502054495	13.04450945578477
129	130 Baawla	Badshah	desi hip hop	2021	2023‑04‑13	45.893719806763286	46	87.67123287671232	65.21739130434783	5.434782608695652	57.291666666666664	183	61.61616161616162	23	52	-21.55095024094428	-29.619694751264884	96.4844183346268	79.2447242676918	15.508097841127176
130	131 Shree Ganeshay Dheemahi	Ajay-Atul	filmi	2001	2023‑04‑13	67.14975845410628	29	52.054794520547944	34.78260869565217	8.695652173913043	52.083333333333336	408	73.73737373737374	3	52	-19.051236005077573	-19.21655770029058	69.15469766154698	56.600118968120746	13.177131274026747
131	132 Moosetape (Intro)	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑13	19.32367149758454	54	58.9041095890411	52.17391304347826	69.56521739130434	92.70833333333333	92	86.86868686868686	51	51	-11.050268919089628	-62.20780899374928	84.37640250028576	70.3710011821611	12.54475649135789
132	"133 Coca Cola (From ""Luka Chuppi"")"	Tony Kakkar	desi pop	2019	2023‑04‑13	48.792270531400966	87	67.12328767123287	82.6086956521739	10.869565217391305	91.66666666666667	179	12.121212121212121	9	51	-12.924844032944083	-13.352490058416201	85.0426239765132	64.04478074370867	7.773826712629571
133	134 Titliaan Warga	Harrdy Sandhu	desi pop	2021	2023‑04‑13	59.42028985507246	80	65.75342465753425	86.95652173913044	31.52173913043478	53.125	228	35.35353535353536	4	50	-49.12462023450707	-34.8903893385914	74.83943364556826	106.11819542957869	13.540140272588904
134	135 Morya Morya	Ajay	marathi pop	2008	2023‑04‑13	34.29951690821256	81	31.506849315068493	56.52173913043478	33.69565217391305	7.291666666666667	377	8.080808080808081	11	50	-51.042389349119546	-28.200725427292582	26.9030657979437	84.38074197905198	8.912941392784308
135	"136 Karinthol (From ""Rrr"")"	K. S. Harisankar	malayalam pop	2021	2023‑04‑13	76.81159420289855	99	28.767123287671232	82.6086956521739	6.521739130434782	77.08333333333333	214	35.35353535353536	13	49	-25.715547373677204	-10.271624448776027	66.01205623838143	62.90523384530234	5.097124836813641
136	137 Maa Tujhe Salaam	A.R. Rahman	filmi	1997	2023‑04‑13	60.869565217391305	53	65.75342465753425	52.17391304347826	9.782608695652174	38.541666666666664	375	14.141414141414142	3	49	-35.54029875888124	-10.705030313558456	59.09898568772899	76.91809661534946	13.132778612509854
137	138 Itz A Hustle	Karan Aujla	desi hip hop	2021	2023‑04‑13	43.47826086956522	78	71.23287671232876	73.91304347826087	2.1739130434782608	84.375	220	2.0202020202020203	25	46	-8.288954163433015	-6.501281238531838	81.79426787229052	56.00783708135555	7.7189297305996245
138	"139 Aila Re Aillaa (From ""Sooryavanshi"")"	Pritam	desi pop	2021	2023‑04‑13	50.24154589371981	96	72.6027397260274	86.95652173913044	22.82608695652174	64.58333333333333	156	2.0202020202020203	13	46	-37.09422846692055	-21.437141290811628	74.69179285409184	92.11777768753647	11.139155476744817
139	140 Boli (Guns Up)	Karan Aujla	desi hip hop	2021	2023‑04‑13	45.410628019323674	85	54.794520547945204	73.91304347826087	45.65217391304348	79.16666666666667	290	1.0101010101010102	22	45	-30.713607185614322	-25.605625191762776	61.41175904368282	80.20296021561654	8.881438717129603
140	141 Addi Sunni	Karan Aujla	desi hip hop	2021	2023‑04‑13	88.40579710144928	80	36.986301369863014	69.56521739130434	9.782608695652174	84.375	242	25.252525252525253	42	45	-24.60296833733402	-2.5738593123010878	64.62052628729222	61.04805161501856	7.159638185006709
141	142 Kanaa	Nucleya	desi hip hop	2021	2023‑04‑13	45.410628019323674	69	49.31506849315068	73.91304347826087	8.695652173913043	22.916666666666668	258	0.0	5	45	-44.29180729270068	-15.388123717821458	48.33505393422011	83.45121931043612	8.890506088280059
142	143 Sira E Hou	Amrit Maan	desi pop	2021	2023‑04‑13	37.19806763285024	55	71.23287671232876	78.26086956521739	14.130434782608695	81.25	201	34.343434343434346	20	45	-12.994048585918739	-25.241440988202452	89.47432935669981	67.41053251394229	9.554280521113455
143	144 Ford (Loud AF)	Karan Aujla	desi hip hop	2021	2023‑04‑13	41.06280193236715	78	63.013698630136986	69.56521739130434	36.95652173913044	98.95833333333333	208	35.35353535353536	9	45	-11.208516071976454	-29.839623340311988	83.44776532447766	64.95568136697528	9.353976219912045
144	145 Still Here (Intro)	KR$NA	desi hip hop	2021	2023‑04‑13	52.65700483091788	76	83.56164383561644	73.91304347826087	33.69565217391305	33.333333333333336	170	9.090909090909092	26	45	-56.636993821478626	-30.816725925123784	66.53909854952143	114.53260117554343	16.926603738396476
145	146 Jatt te Jawani	Dilpreet Dhillon	desi pop	2021	2023‑04‑13	76.81159420289855	69	73.97260273972603	78.26086956521739	1.0869565217391304	62.5	240	2.0202020202020203	26	43	-36.31496170760613	-3.3592634203861156	75.32603281173859	84.89468689275121	12.165208517576
146	147 Feel The Flava (It'z All Good)	Karan Aujla	desi hip hop	2021	2023‑04‑13	44.44444444444444	83	65.75342465753425	69.56521739130434	95.65217391304348	88.54166666666667	260	1.0101010101010102	10	41	-48.10145378742757	-48.486980247682304	58.1136980285283	110.33157926796255	14.141342512378097
147	148 No Time (feat. Lil Durk)	KSI	uk hip hop	2021	2023‑04‑13	38.16425120772947	73	57.534246575342465	73.91304347826087	32.608695652173914	45.833333333333336	180	30.303030303030305	7	41	-38.97062043905403	-35.321136468917885	64.36183755361839	89.43036228876015	11.229054241040544
148	149 Gajananaa Gajananaa	Shankar Mahadevan	filmi	2014	2023‑04‑13	46.3768115942029	75	49.31506849315068	65.21739130434783	31.52173913043478	43.75	336	38.38383838383838	5	39	-38.545320687518426	-32.645205404250966	59.07967404840544	84.0165464953285	11.13177749802973
149	150 Click That B Kickin It (Yaar Jatt De)	Karan Aujla	desi hip hop	2021	2023‑04‑13	44.44444444444444	87	65.75342465753425	73.91304347826087	33.69565217391305	88.54166666666667	247	1.0101010101010102	24	39	-20.634062483079745	-19.878284595508397	72.91804585461524	72.22288361578862	9.054385990638968
150	1   Save Your Tears	The Weeknd	canadian contemporary r&b	2020	2023‑04‑14	56.52173913043478	83	61.64383561643836	78.26086956521739	56.52173913043478	65.625	216	2.0202020202020203	3	89	-50.53850746897203	-32.60681280494042	59.01642391755554	105.43420694436927	12.662162309515645
151	2   Watermelon Sugar	Harry Styles	pop	2019	2023‑04‑14	45.410628019323674	82	43.83561643835616	82.6086956521739	34.78260869565217	57.291666666666664	174	12.121212121212121	5	89	-39.398224351917015	-28.169318445021986	56.676003633716554	85.59245710529957	7.863684680335217
152	3   Shape of You	Ed Sheeran	pop	2017	2023‑04‑14	45.893719806763286	65	82.1917808219178	86.95652173913044	7.608695652173913	95.83333333333333	234	58.58585858585859	8	88	-8.799001028750878	-28.991963259756588	110.39585551765421	70.94360369628387	11.279201334368103
153	4   One Dance	Drake	canadian hip hop	2016	2023‑04‑14	49.75845410628019	63	76.71232876712328	73.91304347826087	33.69565217391305	37.5	174	1.0101010101010102	5	87	-52.707899423057256	-27.57093192195932	62.0209510230356	107.33399059083992	14.915437128882635
154	5   Shivers	Ed Sheeran	pop	2021	2023‑04‑14	67.6328502415459	86	76.71232876712328	86.95652173913044	2.1739130434782608	84.375	208	28.282828282828284	9	87	-22.921557745411224	-13.322729791963713	94.4080832145156	78.25710763080477	11.242004432352111
155	6   The Nights	Avicii	dance pop	2014	2023‑04‑14	60.38647342995169	84	41.0958904109589	78.26086956521739	25.0	66.66666666666667	177	2.0202020202020203	4	87	-34.541518520523866	-14.209612503835256	55.12359749971424	75.58340703039929	6.883534571444041
156	7   Hope	XXXTENTACION	emo rap	2018	2023‑04‑14	70.04830917874396	46	49.31506849315068	73.91304347826087	14.130434782608695	22.916666666666668	111	66.66666666666667	6	86	-54.107024684005026	-33.24319618158957	65.41476407914764	100.47295844087088	13.962969856396004
157	8   Easy On Me	Adele	british soul	2021	2023‑04‑14	68.1159420289855	37	50.68493150684932	65.21739130434783	11.956521739130435	12.5	225	58.58585858585859	3	84	-55.33807852196773	-29.572103554905823	58.64891620192395	98.57288038214185	14.534148061917566
158	9   You Right	Doja Cat	dance pop	2021	2023‑04‑14	61.83574879227053	62	82.1917808219178	73.91304347826087	6.521739130434782	44.791666666666664	186	2.0202020202020203	6	83	-41.59829834978732	-11.69256986933059	72.69427448998623	93.14883536075466	14.169201883336038
159	10  Unstoppable	Sia	australian dance	2016	2023‑04‑14	83.57487922705315	78	32.87671232876713	78.26086956521739	8.695652173913043	26.041666666666668	218	11.11111111111111	8	82	-58.24083449143007	-9.28989850109192	42.45847395936735	92.69443203626497	9.244385298788965
160	11  Boy With Luv (feat. Halsey)	BTS	k-pop	2019	2023‑04‑14	57.48792270531401	86	57.534246575342465	78.26086956521739	18.47826086956522	82.29166666666667	230	9.090909090909092	8	79	-22.934608142172166	-13.373247250648232	72.59481954746994	70.06148328129417	8.113510213811733
161	12  One Right Now (with The Weeknd)	Post Malone	dfw rap	2021	2023‑04‑14	46.3768115942029	78	63.013698630136986	78.26086956521739	6.521739130434782	70.83333333333333	194	4.040404040404041	5	79	-19.80919679222241	-10.834394420680903	73.72532351507934	66.2345296322366	7.7996695664206115
162	13  Who Says	Selena Gomez & The Scene	dance pop	2011	2023‑04‑14	48.309178743961354	93	61.64383561643836	86.95652173913044	14.130434782608695	76.04166666666667	196	8.080808080808081	5	78	-24.25117764903352	-16.642907447013314	76.4167313396021	74.33204401068456	7.866241141311866
163	14  Tum Se Hi	Pritam	desi pop	2007	2023‑04‑14	62.31884057971015	54	52.054794520547944	65.21739130434783	11.956521739130435	62.5	321	33.333333333333336	3	78	-26.25863609291245	-15.669867976970421	68.20498312487592	68.60467540202502	9.793155648203298
164	15  SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)	DJ Snake	edm	2021	2023‑04‑14	47.82608695652174	84	78.08219178082192	86.95652173913044	7.608695652173913	71.875	226	0.0	5	76	-25.523823704586057	-13.546921530673018	82.84008338296606	79.73038266825492	10.068809559261467
165	16  Hold On	Justin Bieber	canadian pop	2021	2023‑04‑14	67.14975845410628	63	58.9041095890411	73.91304347826087	10.869565217391305	30.208333333333332	171	1.0101010101010102	4	76	-51.58232864680154	-11.923169116718105	54.05360935140566	94.61068058488398	11.963673926579675
166	17  Into Your Arms (feat. Ava Max)	Witt Lowry	indie pop rap	2018	2023‑04‑14	81.64251207729468	79	36.986301369863014	82.6086956521739	36.95652173913044	22.916666666666668	186	1.0101010101010102	22	75	-75.05180452530064	-22.20016311115924	35.69804056045867	116.53309223864613	11.733570442362877
167	18  0X1=LOVESONG (I Know I Love You) feat. Seori	TOMORROW X TOGETHER	k-pop	2021	2023‑04‑14	50.24154589371981	84	47.945205479452056	78.26086956521739	5.434782608695652	48.958333333333336	202	6.0606060606060606	8	74	-31.451618628211826	-11.712392124039685	59.313681785093344	71.63162784786518	7.072306033834474
168	19  Na Ja	Pav Dharia	desi pop	2017	2023‑04‑14	42.99516908212561	65	73.97260273972603	73.91304347826087	6.521739130434782	84.375	208	7.070707070707071	14	74	-10.173547566191989	-10.561544382177944	83.83876886795292	60.27432567184653	8.695882101238714
169	20  Anyone	Justin Bieber	canadian pop	2021	2023‑04‑14	55.55555555555556	54	63.013698630136986	65.21739130434783	9.782608695652174	59.375	191	18.181818181818183	3	74	-26.04173961172174	-13.091572176499962	69.41943857875961	70.69673318954885	10.553882895362198
170	21  Baila Conmigo (with Rauw Alejandro)	Selena Gomez	dance pop	2021	2023‑04‑14	71.98067632850241	54	80.82191780821918	69.56521739130434	8.695652173913043	67.70833333333333	186	2.0202020202020203	7	74	-32.34616414291816	-5.785544358113599	76.93926158547958	82.91419668694088	13.448100533326118
171	22  Whoopty	CJ	nyc rap	2020	2023‑04‑14	67.14975845410628	65	67.12328767123287	65.21739130434783	11.956521739130435	67.70833333333333	123	20.2020202020202	13	73	-27.733364015377127	-11.412643220471544	73.58039297080393	74.4998477177974	11.851437055185569
172	"23  Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")"	Ayushmann Khurrana	desi pop	2020	2023‑04‑14	85.5072463768116	64	64.38356164383562	82.6086956521739	14.130434782608695	83.33333333333333	132	49.494949494949495	30	73	-32.74150227708893	-19.374901486575105	88.84858411392062	86.27631586863272	12.584423749105111
173	24  Copines	Aya Nakamura	basshall	2018	2023‑04‑14	86.47342995169082	79	64.38356164383562	82.6086956521739	9.782608695652174	92.70833333333333	172	27.272727272727273	9	73	-26.974594064528542	-8.780245689473652	86.07080633614285	77.62927480583078	10.768753459250036
174	25  Up	Cardi B	dance pop	2021	2023‑04‑14	79.71014492753623	80	87.67123287671232	73.91304347826087	3.260869565217391	84.375	157	0.0	27	72	-26.28876315267022	-0.23396242803255873	87.12517371451261	79.53408526900934	13.41814944411356
175	26  Chidiya	Vilen	desi hip hop	2019	2023‑04‑14	86.47342995169082	49	35.61643835616438	60.869565217391305	9.782608695652174	41.666666666666664	253	72.72727272727273	3	72	-41.85994699827337	-21.71084730569543	62.2576960793161	79.4555681893383	11.921614898237891
176	27  Jalebi Baby (Tesher x Jason Derulo)	Tesher	dance pop	2021	2023‑04‑14	44.44444444444444	83	63.013698630136986	69.56521739130434	25.0	89.58333333333333	169	3.0303030303030303	4	72	-13.909218750940003	-14.742579532670362	73.14451543427124	61.89718883293927	8.0313065888185
177	28  Yours	JIN	k-pop	2021	2023‑04‑14	34.29951690821256	43	35.61643835616438	69.56521739130434	6.521739130434782	15.625	265	35.35353535353536	4	72	-37.64892372203271	-26.2051517633151	49.42963283820938	73.6711204510862	7.553929896042016
178	29  Lost Cause	Billie Eilish	art pop	2021	2023‑04‑14	35.7487922705314	33	41.0958904109589	65.21739130434783	4.3478260869565215	53.125	212	70.70707070707071	25	72	-13.433262042702179	-29.64973382575006	74.1427015840357	54.25054031981517	7.347041927614443
179	"30  Tum Hi Aana (From ""Marjaavaan"")"	Payal Dev	desi pop	2019	2023‑04‑14	42.99516908212561	40	32.87671232876713	69.56521739130434	14.130434782608695	35.416666666666664	249	63.63636363636363	2	71	-32.16529650284861	-33.44183910276078	60.51315116621848	71.6422526335421	8.138420762117905
180	31  Jashn-E-Bahaaraa	A.R. Rahman	filmi	2007	2023‑04‑14	66.18357487922705	34	64.38356164383562	56.52173913043478	6.521739130434782	50.0	315	77.77777777777777	3	71	-28.19571835087022	-26.959003375024814	82.64985771954206	76.05036066441663	14.677089537423074
181	32  Dinero	Trinidad Cardona	sped up	2018	2023‑04‑14	57.48792270531401	78	65.75342465753425	78.26086956521739	9.782608695652174	48.958333333333336	161	1.0101010101010102	7	70	-38.8224682801812	-12.598393291160564	65.77311831838335	85.94570970274515	10.825219323972302
182	33  Signed to God	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑14	44.44444444444444	67	82.1917808219178	69.56521739130434	3.260869565217391	71.875	148	5.05050505050505	19	70	-15.617073053344633	-9.699898591333225	83.03090163096118	66.61013312096546	10.872841540780046
183	34  i n t e r l u d e	J. Cole	conscious hip hop	2021	2023‑04‑14	47.34299516908212	57	73.97260273972603	73.91304347826087	8.695652173913043	9.375	133	6.0606060606060606	11	70	-55.11535696452314	-21.585369590785763	58.75312986927044	103.94121192568929	14.427217191269454
184	35  3:59 AM	DIVINE	desi hip hop	2020	2023‑04‑14	46.3768115942029	59	60.273972602739725	69.56521739130434	17.391304347826086	23.958333333333332	272	18.181818181818183	34	68	-46.85510404822496	-24.90463468063602	56.7765625282004	92.52033023805656	12.311257490028334
185	36  Taaron Ke Shehar	Neha Kakkar	desi pop	2020	2023‑04‑14	38.16425120772947	61	28.767123287671232	78.26086956521739	8.695652173913043	35.416666666666664	230	24.242424242424242	4	67	-32.35564399203471	-21.492638941529652	50.39852966833312	67.65644157477094	4.781907445509292
186	37  GRIND	Emiway Bantai	desi hip hop	2020	2023‑04‑14	47.34299516908212	74	84.93150684931507	78.26086956521739	5.434782608695652	58.333333333333336	175	29.292929292929294	4	67	-27.8621188056864	-22.214336636165108	89.08901703154234	84.66562588361278	13.401136138033099
187	38  Top Notch Gabru	Vicky	punjabi pop	2021	2023‑04‑14	81.64251207729468	77	67.12328767123287	82.6086956521739	0.0	94.79166666666667	158	14.141414141414142	16	67	-20.090742144494378	-1.0655582402343846	86.74047202218733	68.75297683505694	9.394338899717845
188	39  love nwantiti (feat. ElGrande Toto) - North African Remix	CKay	afro r&b	2020	2023‑04‑14	89.3719806763285	72	56.16438356164384	73.91304347826087	9.782608695652174	50.0	135	58.58585858585859	24	67	-46.3635235620048	-21.090906082865587	74.89119004217277	93.8532225170105	14.106355394324424
189	40  Butter - Megan Thee Stallion Remix	BTS	k-pop	2021	2023‑04‑14	52.65700483091788	59	69.86301369863014	78.26086956521739	9.782608695652174	79.16666666666667	164	0.0	14	66	-20.33106677254979	-9.268868704916951	77.65300112500827	69.61572695387466	8.982388657269539
190	41  Take My Breath - Single Version	The Weeknd	canadian contemporary r&b	2021	2023‑04‑14	57.971014492753625	74	71.23287671232876	73.91304347826087	8.695652173913043	53.125	220	1.0101010101010102	5	65	-35.13656066321343	-10.817678910907768	69.04196220694136	83.0787088424447	11.547185110485437
191	42  Malwa Block	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑14	38.64734299516908	79	35.61643835616438	82.6086956521739	82.6086956521739	60.416666666666664	239	17.171717171717173	28	65	-56.06163781952941	-52.806559866081905	44.78668158656247	108.9223556289518	9.734718762972188
192	"43  Chitti (From ""Jathi Ratnalu"")"	Ram Miriyala	tollywood	2021	2023‑04‑14	100.0	68	46.57534246575342	69.56521739130434	6.521739130434782	86.45833333333333	184	25.252525252525253	54	64	-27.94399474193994	0.7997881961364692	70.27518183623009	67.22313102736717	9.310608504641412
193	44  Aroma	Sidhu Moose Wala	desi hip hop	2021	2023‑04‑14	68.1159420289855	52	43.83561643835616	69.56521739130434	8.695652173913043	25.0	257	33.333333333333336	4	64	-48.96684534445105	-18.68061346039309	53.334325987691095	87.83452451856263	11.093359142346635
194	45  Naach Meri Rani	Guru Randhawa	desi pop	2020	2023‑04‑14	46.3768115942029	49	61.64383561643836	78.26086956521739	5.434782608695652	14.583333333333334	213	6.0606060606060606	15	63	-50.54663219448805	-19.225732985001898	55.84448715866226	95.32191555218654	11.498144413160793
195	46  Mandeer	Arjan Dhillon	punjabi pop	2021	2023‑04‑14	43.96135265700483	88	71.23287671232876	86.95652173913044	32.608695652173914	68.75	190	24.242424242424242	26	63	-35.396442086138336	-33.62763993418401	80.25320507035813	94.18929843401256	11.783694223353248
196	47  You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑14	68.59903381642512	50	49.31506849315068	65.21739130434783	8.695652173913043	44.791666666666664	221	82.82828282828282	4	62	-34.567059817953215	-30.42132255400942	76.21252428995133	79.7221624373575	12.78832943039688
